ph,temperature,turbidity,tds,Potability,timestamp,sensor_id
7.04,34.03,8.03,473.81,0,2026-04-30T21:58:46.011100,SENSOR_003
8.41,26.7,5.69,333.5,0,2026-04-30T21:59:46.011100,SENSOR_004
6.42,27.34,5.9,228.38,0,2026-04-30T22:00:46.011100,SENSOR_002
7.61,21.59,5.0,541.12,1,2026-04-30T22:01:46.011100,SENSOR_001
7.1,30.63,14.7,208.38,0,2026-04-30T22:02:46.011100,SENSOR_003
7.11,22.61,0.77,145.11,1,2026-04-30T22:03:46.011100,SENSOR_001
7.02,29.38,1.45,397.51,1,2026-04-30T22:04:46.011100,SENSOR_005
8.56,24.06,9.62,543.29,0,2026-04-30T22:05:46.011100,SENSOR_002
5.97,28.33,12.65,600.66,0,2026-04-30T22:06:46.011100,SENSOR_003
6.56,24.81,6.34,416.0,0,2026-04-30T22:07:46.011100,SENSOR_001
5.77,24.43,14.7,680.88,0,2026-04-30T22:08:46.011100,SENSOR_004
9.31,34.39,14.34,569.84,0,2026-04-30T22:09:46.011100,SENSOR_002
6.9,30.11,1.07,323.17,1,2026-04-30T22:10:46.011100,SENSOR_003
7.89,31.5,2.4,444.57,1,2026-04-30T22:11:46.011100,SENSOR_004
7.39,34.83,2.18,294.16,1,2026-04-30T22:12:46.011100,SENSOR_004
6.59,30.12,2.39,168.15,1,2026-04-30T22:13:46.011100,SENSOR_003
5.96,30.62,4.29,352.74,0,2026-04-30T22:14:46.011100,SENSOR_005
6.38,21.72,12.17,227.0,0,2026-04-30T22:15:46.011100,SENSOR_001
7.53,25.45,0.52,656.6,0,2026-04-30T22:16:46.011100,SENSOR_001
6.29,24.3,7.63,726.94,0,2026-04-30T22:17:46.011100,SENSOR_002
8.58,27.96,9.8,316.83,0,2026-04-30T22:18:46.011100,SENSOR_003
5.67,29.18,0.39,362.07,0,2026-04-30T22:19:46.011100,SENSOR_002
6.29,32.09,4.02,683.15,0,2026-04-30T22:20:46.011100,SENSOR_003
8.19,26.98,11.99,574.14,0,2026-04-30T22:21:46.011100,SENSOR_003
8.76,34.56,9.96,190.4,0,2026-04-30T22:22:46.011100,SENSOR_004
8.81,30.8,14.09,334.46,0,2026-04-30T22:23:46.011100,SENSOR_004
9.06,32.86,3.08,285.25,1,2026-04-30T22:24:46.011100,SENSOR_004
7.68,34.68,11.05,771.39,0,2026-04-30T22:25:46.011100,SENSOR_004
9.05,25.25,0.5,253.22,0,2026-04-30T22:26:46.011100,SENSOR_004
6.2,22.23,8.59,480.55,0,2026-04-30T22:27:46.011100,SENSOR_002
7.99,33.79,9.52,151.53,0,2026-04-30T22:28:46.011100,SENSOR_002
6.29,21.03,5.95,203.61,0,2026-04-30T22:29:46.011100,SENSOR_001
9.29,34.92,8.03,417.01,0,2026-04-30T22:30:46.011100,SENSOR_004
8.98,33.1,8.01,722.79,0,2026-04-30T22:31:46.011100,SENSOR_003
8.53,26.72,3.71,639.48,0,2026-04-30T22:32:46.011100,SENSOR_001
9.04,27.93,6.96,642.58,0,2026-04-30T22:33:46.011100,SENSOR_004
6.5,32.7,4.17,394.07,1,2026-04-30T22:34:46.011100,SENSOR_005
7.85,27.87,0.03,276.68,1,2026-04-30T22:35:46.011100,SENSOR_001
8.85,22.76,2.83,205.2,0,2026-04-30T22:36:46.011100,SENSOR_003
6.77,30.81,4.83,773.08,0,2026-04-30T22:37:46.011100,SENSOR_004
9.09,31.41,13.25,318.46,0,2026-04-30T22:38:46.011100,SENSOR_005
9.38,32.58,3.61,310.83,0,2026-04-30T22:39:46.011100,SENSOR_002
8.51,33.54,9.75,195.98,0,2026-04-30T22:40:46.011100,SENSOR_001
5.59,27.25,2.99,540.92,0,2026-04-30T22:41:46.011100,SENSOR_001
8.39,23.33,7.49,212.81,0,2026-04-30T22:42:46.011100,SENSOR_004
8.43,26.97,6.84,430.71,0,2026-04-30T22:43:46.011100,SENSOR_001
8.47,27.13,0.22,491.75,1,2026-04-30T22:44:46.011100,SENSOR_003
6.93,30.56,12.87,435.89,0,2026-04-30T22:45:46.011100,SENSOR_005
8.66,29.13,14.87,434.8,0,2026-04-30T22:46:46.011100,SENSOR_004
8.62,30.87,7.09,501.59,1,2026-04-30T22:47:46.011100,SENSOR_001
7.19,26.62,12.43,204.99,0,2026-04-30T22:48:46.011100,SENSOR_004
8.77,26.15,4.45,693.87,0,2026-04-30T22:49:46.011100,SENSOR_002
6.41,24.45,9.31,338.2,0,2026-04-30T22:50:46.011100,SENSOR_004
5.91,20.07,14.37,530.68,0,2026-04-30T22:51:46.011100,SENSOR_002
8.88,25.82,9.72,320.91,1,2026-04-30T22:52:46.011100,SENSOR_004
8.69,22.93,11.24,612.28,0,2026-04-30T22:53:46.011100,SENSOR_002
5.69,21.13,14.0,601.97,0,2026-04-30T22:54:46.011100,SENSOR_005
8.0,26.46,9.15,134.98,0,2026-04-30T22:55:46.011100,SENSOR_001
6.04,27.59,2.6,492.99,0,2026-04-30T22:56:46.011100,SENSOR_002
6.36,24.35,8.23,411.81,0,2026-04-30T22:57:46.011100,SENSOR_005
8.32,20.29,0.05,181.81,1,2026-04-30T22:58:46.011100,SENSOR_002
7.94,25.88,9.33,346.17,0,2026-04-30T22:59:46.011100,SENSOR_001
9.25,20.41,14.16,294.19,0,2026-04-30T23:00:46.011100,SENSOR_004
8.8,22.57,14.66,301.41,0,2026-04-30T23:01:46.011100,SENSOR_003
5.83,26.12,12.85,731.9,0,2026-04-30T23:02:46.011100,SENSOR_003
6.23,23.91,10.39,594.41,0,2026-04-30T23:03:46.011100,SENSOR_002
8.07,27.43,12.81,718.18,0,2026-04-30T23:04:46.011100,SENSOR_005
6.31,21.1,8.33,307.08,0,2026-04-30T23:05:46.011100,SENSOR_001
8.91,26.61,13.62,574.64,0,2026-04-30T23:06:46.011100,SENSOR_002
7.99,29.86,6.71,263.91,0,2026-04-30T23:07:46.011100,SENSOR_004
9.06,22.51,5.12,660.87,0,2026-04-30T23:08:46.011100,SENSOR_002
9.19,27.19,8.36,612.65,1,2026-04-30T23:09:46.011100,SENSOR_005
9.25,26.92,2.71,652.59,0,2026-04-30T23:10:46.011100,SENSOR_001
9.45,33.02,6.64,670.23,0,2026-04-30T23:11:46.011100,SENSOR_002
6.79,25.16,1.86,158.3,1,2026-04-30T23:12:46.011100,SENSOR_003
8.68,27.09,1.8,735.3,0,2026-04-30T23:13:46.011100,SENSOR_001
5.84,33.98,2.49,498.36,0,2026-04-30T23:14:46.011100,SENSOR_005
9.32,34.29,7.3,638.33,0,2026-04-30T23:15:46.011100,SENSOR_003
8.81,22.32,2.59,205.58,0,2026-04-30T23:16:46.011100,SENSOR_005
5.68,25.5,14.19,752.73,0,2026-04-30T23:17:46.011100,SENSOR_001
6.53,24.71,12.47,545.69,1,2026-04-30T23:18:46.011100,SENSOR_001
7.19,34.3,3.07,269.91,1,2026-04-30T23:19:46.011100,SENSOR_002
5.7,21.04,12.56,464.55,0,2026-04-30T23:20:46.011100,SENSOR_005
6.54,21.94,4.63,768.49,0,2026-04-30T23:21:46.011100,SENSOR_003
6.37,29.27,10.14,375.69,0,2026-04-30T23:22:46.011100,SENSOR_003
5.57,24.92,14.64,673.76,0,2026-04-30T23:23:46.011100,SENSOR_005
6.84,34.08,9.46,426.5,0,2026-04-30T23:24:46.011100,SENSOR_003
7.64,20.52,7.88,425.65,0,2026-04-30T23:25:46.011100,SENSOR_004
6.28,33.12,5.97,645.93,0,2026-04-30T23:26:46.011100,SENSOR_002
9.18,30.84,0.42,513.27,0,2026-04-30T23:27:46.011100,SENSOR_001
6.95,33.89,12.8,473.17,0,2026-04-30T23:28:46.011100,SENSOR_005
8.7,23.41,5.51,272.7,0,2026-04-30T23:29:46.011100,SENSOR_005
7.86,27.87,14.7,361.46,0,2026-04-30T23:30:46.011100,SENSOR_001
7.46,26.36,12.49,314.72,0,2026-04-30T23:31:46.011100,SENSOR_004
9.45,33.84,11.11,559.39,0,2026-04-30T23:32:46.011100,SENSOR_004
8.76,23.28,8.18,781.42,0,2026-04-30T23:33:46.011100,SENSOR_004
7.69,31.49,11.8,166.7,0,2026-04-30T23:34:46.011100,SENSOR_002
5.72,33.99,11.92,467.62,0,2026-04-30T23:35:46.011100,SENSOR_001
8.14,20.72,9.5,550.18,0,2026-04-30T23:36:46.011100,SENSOR_003
5.54,23.97,13.5,403.03,0,2026-04-30T23:37:46.011100,SENSOR_005
6.3,33.69,8.57,706.72,0,2026-04-30T23:38:46.011100,SENSOR_001
6.08,21.28,8.9,473.99,0,2026-04-30T23:39:46.011100,SENSOR_001
5.54,32.41,10.56,398.96,0,2026-04-30T23:40:46.011100,SENSOR_005
9.37,27.97,8.39,638.07,0,2026-04-30T23:41:46.011100,SENSOR_002
6.82,23.46,6.74,334.79,1,2026-04-30T23:42:46.011100,SENSOR_002
9.16,33.9,8.79,310.29,0,2026-04-30T23:43:46.011100,SENSOR_001
5.51,33.05,8.16,614.07,0,2026-04-30T23:44:46.011100,SENSOR_004
6.36,24.97,11.4,391.33,0,2026-04-30T23:45:46.011100,SENSOR_005
9.38,30.56,1.83,399.02,0,2026-04-30T23:46:46.011100,SENSOR_003
5.99,30.81,5.69,578.4,0,2026-04-30T23:47:46.011100,SENSOR_004
6.43,25.36,13.29,263.19,0,2026-04-30T23:48:46.011100,SENSOR_003
9.01,20.29,11.56,372.96,0,2026-04-30T23:49:46.011100,SENSOR_003
7.34,23.67,10.59,188.71,0,2026-04-30T23:50:46.011100,SENSOR_002
7.01,21.87,14.95,227.17,0,2026-04-30T23:51:46.011100,SENSOR_005
6.33,21.56,14.32,496.33,0,2026-04-30T23:52:46.011100,SENSOR_005
5.69,25.34,3.86,751.55,0,2026-04-30T23:53:46.011100,SENSOR_004
6.41,31.98,6.22,229.28,0,2026-04-30T23:54:46.011100,SENSOR_005
9.45,30.02,6.33,378.23,0,2026-04-30T23:55:46.011100,SENSOR_005
7.84,20.91,0.96,517.16,0,2026-04-30T23:56:46.011100,SENSOR_002
8.51,26.16,2.38,683.85,0,2026-04-30T23:57:46.011100,SENSOR_002
7.95,29.71,14.01,114.94,0,2026-04-30T23:58:46.011100,SENSOR_004
5.85,33.65,14.64,129.15,0,2026-04-30T23:59:46.011100,SENSOR_001
7.44,34.05,1.05,572.52,0,2026-05-01T00:00:46.011100,SENSOR_001
8.88,33.15,9.88,109.22,0,2026-05-01T00:01:46.011100,SENSOR_002
9.04,22.8,8.18,167.24,1,2026-05-01T00:02:46.011100,SENSOR_002
8.45,26.64,5.37,778.76,0,2026-05-01T00:03:46.011100,SENSOR_003
9.38,24.87,12.49,359.46,0,2026-05-01T00:04:46.011100,SENSOR_001
6.69,22.01,1.27,781.3,0,2026-05-01T00:05:46.011100,SENSOR_005
7.27,28.02,2.7,530.44,0,2026-05-01T00:06:46.011100,SENSOR_004
9.43,23.91,8.17,717.17,0,2026-05-01T00:07:46.011100,SENSOR_002
8.33,22.31,10.43,175.61,0,2026-05-01T00:08:46.011100,SENSOR_002
7.52,20.4,8.71,299.9,0,2026-05-01T00:09:46.011100,SENSOR_004
7.02,28.37,5.9,574.32,0,2026-05-01T00:10:46.011100,SENSOR_003
8.18,22.31,1.72,410.67,1,2026-05-01T00:11:46.011100,SENSOR_001
5.67,23.26,1.24,690.96,0,2026-05-01T00:12:46.011100,SENSOR_002
5.58,23.21,12.88,272.69,1,2026-05-01T00:13:46.011100,SENSOR_001
7.83,33.69,14.86,217.66,0,2026-05-01T00:14:46.011100,SENSOR_004
7.06,30.53,4.27,334.29,1,2026-05-01T00:15:46.011100,SENSOR_002
8.28,24.98,6.03,266.41,0,2026-05-01T00:16:46.011100,SENSOR_004
5.89,34.29,3.0,208.44,0,2026-05-01T00:17:46.011100,SENSOR_001
8.87,33.5,4.9,691.88,1,2026-05-01T00:18:46.011100,SENSOR_004
8.0,22.8,14.96,619.73,0,2026-05-01T00:19:46.011100,SENSOR_001
9.24,27.04,11.43,557.01,0,2026-05-01T00:20:46.011100,SENSOR_002
7.1,27.05,10.82,270.31,0,2026-05-01T00:21:46.011100,SENSOR_004
7.52,26.26,11.72,702.14,0,2026-05-01T00:22:46.011100,SENSOR_005
5.86,21.34,10.93,519.13,0,2026-05-01T00:23:46.011100,SENSOR_005
7.42,22.09,6.97,666.75,0,2026-05-01T00:24:46.011100,SENSOR_003
6.79,34.89,7.08,706.19,0,2026-05-01T00:25:46.011100,SENSOR_005
6.61,28.41,14.69,190.15,0,2026-05-01T00:26:46.011100,SENSOR_004
8.55,30.53,2.75,217.29,0,2026-05-01T00:27:46.011100,SENSOR_001
8.05,27.04,11.41,139.38,0,2026-05-01T00:28:46.011100,SENSOR_004
8.31,34.5,10.75,148.13,0,2026-05-01T00:29:46.011100,SENSOR_002
8.11,30.97,2.04,245.88,1,2026-05-01T00:30:46.011100,SENSOR_001
5.97,24.58,4.17,447.86,0,2026-05-01T00:31:46.011100,SENSOR_005
8.24,33.55,8.7,644.28,1,2026-05-01T00:32:46.011100,SENSOR_005
6.67,24.69,6.06,211.26,0,2026-05-01T00:33:46.011100,SENSOR_004
7.49,27.66,0.05,394.89,1,2026-05-01T00:34:46.011100,SENSOR_003
6.75,28.03,3.85,690.65,0,2026-05-01T00:35:46.011100,SENSOR_001
8.68,24.31,11.97,452.27,0,2026-05-01T00:36:46.011100,SENSOR_002
8.61,30.35,9.57,341.23,0,2026-05-01T00:37:46.011100,SENSOR_002
8.0,23.58,9.15,739.46,0,2026-05-01T00:38:46.011100,SENSOR_004
7.64,31.62,12.98,172.91,0,2026-05-01T00:39:46.011100,SENSOR_005
5.98,30.25,9.05,535.44,0,2026-05-01T00:40:46.011100,SENSOR_001
7.37,29.73,5.39,288.02,0,2026-05-01T00:41:46.011100,SENSOR_005
8.8,28.1,1.2,579.9,0,2026-05-01T00:42:46.011100,SENSOR_004
8.27,26.17,2.89,503.36,0,2026-05-01T00:43:46.011100,SENSOR_002
7.64,33.58,2.4,406.78,1,2026-05-01T00:44:46.011100,SENSOR_001
9.45,30.68,0.67,266.39,0,2026-05-01T00:45:46.011100,SENSOR_005
5.63,20.91,1.65,239.21,0,2026-05-01T00:46:46.011100,SENSOR_001
6.12,21.46,4.15,756.81,0,2026-05-01T00:47:46.011100,SENSOR_001
9.18,26.28,11.02,748.09,0,2026-05-01T00:48:46.011100,SENSOR_004
7.78,28.88,14.3,468.97,0,2026-05-01T00:49:46.011100,SENSOR_005
7.92,23.26,11.3,149.12,0,2026-05-01T00:50:46.011100,SENSOR_002
7.83,28.27,6.54,730.99,0,2026-05-01T00:51:46.011100,SENSOR_004
8.92,22.7,10.09,748.21,0,2026-05-01T00:52:46.011100,SENSOR_005
5.59,20.15,2.05,285.71,0,2026-05-01T00:53:46.011100,SENSOR_002
7.45,20.98,11.96,166.4,0,2026-05-01T00:54:46.011100,SENSOR_003
8.99,24.09,1.41,345.72,0,2026-05-01T00:55:46.011100,SENSOR_004
6.88,29.02,0.91,141.6,1,2026-05-01T00:56:46.011100,SENSOR_001
6.84,20.19,12.03,336.37,0,2026-05-01T00:57:46.011100,SENSOR_002
9.18,29.19,7.61,393.93,0,2026-05-01T00:58:46.011100,SENSOR_002
9.49,27.43,10.4,193.8,0,2026-05-01T00:59:46.011100,SENSOR_002
8.26,27.21,11.71,685.93,0,2026-05-01T01:00:46.011100,SENSOR_003
6.87,23.37,4.19,165.69,1,2026-05-01T01:01:46.011100,SENSOR_005
6.32,26.99,13.23,371.36,0,2026-05-01T01:02:46.011100,SENSOR_001
8.94,28.85,1.62,135.38,0,2026-05-01T01:03:46.011100,SENSOR_005
8.55,22.35,6.17,565.71,0,2026-05-01T01:04:46.011100,SENSOR_005
5.77,24.63,9.97,118.4,0,2026-05-01T01:05:46.011100,SENSOR_003
7.75,29.6,9.58,777.39,0,2026-05-01T01:06:46.011100,SENSOR_003
9.09,23.14,11.2,662.15,0,2026-05-01T01:07:46.011100,SENSOR_005
6.97,22.57,13.89,433.92,0,2026-05-01T01:08:46.011100,SENSOR_002
7.03,25.47,4.27,288.64,1,2026-05-01T01:09:46.011100,SENSOR_002
7.02,31.54,2.42,791.5,0,2026-05-01T01:10:46.011100,SENSOR_005
6.51,33.59,8.04,361.27,0,2026-05-01T01:11:46.011100,SENSOR_005
7.26,32.31,12.35,413.38,0,2026-05-01T01:12:46.011100,SENSOR_003
6.67,23.48,6.39,239.06,0,2026-05-01T01:13:46.011100,SENSOR_001
9.0,29.25,10.88,745.14,0,2026-05-01T01:14:46.011100,SENSOR_001
8.9,26.88,10.26,370.68,0,2026-05-01T01:15:46.011100,SENSOR_002
7.32,32.42,10.28,118.01,0,2026-05-01T01:16:46.011100,SENSOR_005
5.97,21.23,11.91,547.73,0,2026-05-01T01:17:46.011100,SENSOR_002
5.56,30.57,4.67,688.48,0,2026-05-01T01:18:46.011100,SENSOR_003
6.0,23.26,10.46,119.01,0,2026-05-01T01:19:46.011100,SENSOR_005
5.67,30.53,11.29,766.82,0,2026-05-01T01:20:46.011100,SENSOR_002
5.79,30.13,4.86,582.95,0,2026-05-01T01:21:46.011100,SENSOR_004
6.52,24.61,4.33,266.79,1,2026-05-01T01:22:46.011100,SENSOR_003
5.7,20.64,14.81,202.1,0,2026-05-01T01:23:46.011100,SENSOR_003
5.52,31.03,0.86,499.68,0,2026-05-01T01:24:46.011100,SENSOR_003
6.15,31.42,14.45,478.12,0,2026-05-01T01:25:46.011100,SENSOR_003
7.46,30.59,3.53,750.66,0,2026-05-01T01:26:46.011100,SENSOR_001
7.77,33.41,4.0,605.08,0,2026-05-01T01:27:46.011100,SENSOR_005
7.07,31.18,1.48,378.45,1,2026-05-01T01:28:46.011100,SENSOR_003
8.36,30.25,5.17,438.96,0,2026-05-01T01:29:46.011100,SENSOR_002
8.3,26.69,9.62,278.79,0,2026-05-01T01:30:46.011100,SENSOR_004
8.33,30.48,6.03,262.44,0,2026-05-01T01:31:46.011100,SENSOR_001
7.27,27.59,11.68,472.16,0,2026-05-01T01:32:46.011100,SENSOR_002
9.05,27.59,10.39,161.87,0,2026-05-01T01:33:46.011100,SENSOR_003
7.56,24.73,0.54,167.75,1,2026-05-01T01:34:46.011100,SENSOR_002
9.42,32.26,10.45,313.9,0,2026-05-01T01:35:46.011100,SENSOR_001
6.8,25.91,14.38,677.43,0,2026-05-01T01:36:46.011100,SENSOR_002
6.68,28.17,0.23,189.64,1,2026-05-01T01:37:46.011100,SENSOR_002
8.76,23.56,9.57,139.8,0,2026-05-01T01:38:46.011100,SENSOR_003
6.57,28.6,5.08,394.43,0,2026-05-01T01:39:46.011100,SENSOR_005
5.54,21.64,6.18,325.31,0,2026-05-01T01:40:46.011100,SENSOR_001
8.14,31.11,9.93,360.68,0,2026-05-01T01:41:46.011100,SENSOR_003
8.43,34.15,0.4,159.11,1,2026-05-01T01:42:46.011100,SENSOR_004
8.39,30.46,1.56,664.19,0,2026-05-01T01:43:46.011100,SENSOR_004
9.4,28.2,8.17,370.12,0,2026-05-01T01:44:46.011100,SENSOR_003
7.8,21.1,2.86,247.79,1,2026-05-01T01:45:46.011100,SENSOR_003
8.48,28.72,10.3,748.8,0,2026-05-01T01:46:46.011100,SENSOR_002
8.69,34.45,11.49,271.36,0,2026-05-01T01:47:46.011100,SENSOR_002
6.38,20.27,6.61,283.81,0,2026-05-01T01:48:46.011100,SENSOR_004
9.06,23.25,14.26,365.65,0,2026-05-01T01:49:46.011100,SENSOR_002
8.92,23.03,14.29,599.88,0,2026-05-01T01:50:46.011100,SENSOR_005
9.11,20.28,2.41,339.81,0,2026-05-01T01:51:46.011100,SENSOR_003
8.08,21.64,1.7,216.14,1,2026-05-01T01:52:46.011100,SENSOR_005
8.87,29.23,1.25,601.81,0,2026-05-01T01:53:46.011100,SENSOR_005
9.2,34.55,6.16,761.76,0,2026-05-01T01:54:46.011100,SENSOR_003
9.14,30.99,3.88,372.46,0,2026-05-01T01:55:46.011100,SENSOR_003
8.86,27.45,2.27,519.13,0,2026-05-01T01:56:46.011100,SENSOR_002
6.92,33.25,9.1,491.98,0,2026-05-01T01:57:46.011100,SENSOR_003
7.05,22.77,8.92,355.38,0,2026-05-01T01:58:46.011100,SENSOR_001
7.7,25.14,11.81,462.29,0,2026-05-01T01:59:46.011100,SENSOR_004
8.01,30.13,13.35,452.62,0,2026-05-01T02:00:46.011100,SENSOR_005
6.24,29.95,4.45,715.97,0,2026-05-01T02:01:46.011100,SENSOR_003
8.44,21.37,14.78,129.73,0,2026-05-01T02:02:46.011100,SENSOR_003
8.4,20.55,12.55,287.75,0,2026-05-01T02:03:46.011100,SENSOR_003
5.64,21.57,10.17,356.34,0,2026-05-01T02:04:46.011100,SENSOR_005
5.88,24.4,8.39,394.91,0,2026-05-01T02:05:46.011100,SENSOR_005
8.41,27.52,6.99,668.85,0,2026-05-01T02:06:46.011100,SENSOR_003
8.66,25.76,0.65,131.41,0,2026-05-01T02:07:46.011100,SENSOR_005
9.43,32.13,0.03,312.9,0,2026-05-01T02:08:46.011100,SENSOR_001
7.94,23.29,4.71,144.72,1,2026-05-01T02:09:46.011100,SENSOR_001
9.35,25.6,14.09,509.1,0,2026-05-01T02:10:46.011100,SENSOR_001
6.37,24.01,10.4,383.33,0,2026-05-01T02:11:46.011100,SENSOR_005
6.52,21.02,4.49,509.23,0,2026-05-01T02:12:46.011100,SENSOR_001
5.98,24.09,2.89,390.31,0,2026-05-01T02:13:46.011100,SENSOR_004
8.37,24.97,10.01,510.84,0,2026-05-01T02:14:46.011100,SENSOR_005
8.12,22.77,13.06,700.87,0,2026-05-01T02:15:46.011100,SENSOR_005
5.82,23.74,10.86,451.47,0,2026-05-01T02:16:46.011100,SENSOR_005
8.83,29.32,2.5,570.81,0,2026-05-01T02:17:46.011100,SENSOR_004
5.57,28.69,0.23,788.74,0,2026-05-01T02:18:46.011100,SENSOR_004
7.4,31.13,5.2,370.46,0,2026-05-01T02:19:46.011100,SENSOR_005
7.13,29.22,3.97,594.86,0,2026-05-01T02:20:46.011100,SENSOR_004
7.47,32.21,2.71,162.63,1,2026-05-01T02:21:46.011100,SENSOR_001
7.23,22.89,8.12,455.35,0,2026-05-01T02:22:46.011100,SENSOR_005
7.74,31.4,12.55,227.34,0,2026-05-01T02:23:46.011100,SENSOR_001
6.45,30.51,8.62,493.89,0,2026-05-01T02:24:46.011100,SENSOR_004
6.55,25.97,7.05,259.25,0,2026-05-01T02:25:46.011100,SENSOR_002
8.05,32.15,12.24,572.1,0,2026-05-01T02:26:46.011100,SENSOR_004
6.59,28.36,9.74,366.85,0,2026-05-01T02:27:46.011100,SENSOR_003
8.71,21.05,2.08,251.29,0,2026-05-01T02:28:46.011100,SENSOR_005
8.63,28.2,6.86,288.32,0,2026-05-01T02:29:46.011100,SENSOR_002
5.79,32.41,4.15,163.62,0,2026-05-01T02:30:46.011100,SENSOR_003
8.19,23.95,7.37,509.84,0,2026-05-01T02:31:46.011100,SENSOR_001
9.38,27.15,6.36,100.76,0,2026-05-01T02:32:46.011100,SENSOR_001
8.19,30.41,14.36,332.96,0,2026-05-01T02:33:46.011100,SENSOR_005
7.45,21.71,13.96,417.05,0,2026-05-01T02:34:46.011100,SENSOR_003
7.95,30.34,14.08,702.69,0,2026-05-01T02:35:46.011100,SENSOR_004
7.84,28.14,12.86,281.89,0,2026-05-01T02:36:46.011100,SENSOR_003
8.25,30.11,9.35,760.4,0,2026-05-01T02:37:46.011100,SENSOR_004
7.6,27.23,14.14,405.97,0,2026-05-01T02:38:46.011100,SENSOR_003
8.32,31.3,12.11,553.22,0,2026-05-01T02:39:46.011100,SENSOR_005
7.65,33.67,10.28,224.37,0,2026-05-01T02:40:46.011100,SENSOR_004
7.74,33.0,4.21,274.86,1,2026-05-01T02:41:46.011100,SENSOR_004
9.43,30.43,13.52,189.51,0,2026-05-01T02:42:46.011100,SENSOR_002
5.78,29.49,14.13,383.42,0,2026-05-01T02:43:46.011100,SENSOR_004
9.42,25.76,4.38,763.36,0,2026-05-01T02:44:46.011100,SENSOR_003
8.59,20.05,3.59,155.12,0,2026-05-01T02:45:46.011100,SENSOR_003
8.01,29.92,5.74,241.1,0,2026-05-01T02:46:46.011100,SENSOR_001
7.33,31.47,11.24,787.5,0,2026-05-01T02:47:46.011100,SENSOR_001
6.28,31.99,14.74,702.75,0,2026-05-01T02:48:46.011100,SENSOR_001
6.34,32.52,8.18,192.6,0,2026-05-01T02:49:46.011100,SENSOR_003
6.45,32.17,13.59,559.28,0,2026-05-01T02:50:46.011100,SENSOR_004
5.71,30.32,0.61,157.73,0,2026-05-01T02:51:46.011100,SENSOR_004
8.86,26.83,13.26,634.07,0,2026-05-01T02:52:46.011100,SENSOR_002
6.12,26.35,9.8,420.66,0,2026-05-01T02:53:46.011100,SENSOR_002
7.21,25.0,12.72,739.33,0,2026-05-01T02:54:46.011100,SENSOR_001
6.91,32.02,4.89,424.5,1,2026-05-01T02:55:46.011100,SENSOR_001
7.88,34.22,0.03,723.94,0,2026-05-01T02:56:46.011100,SENSOR_002
7.11,24.82,9.28,672.87,0,2026-05-01T02:57:46.011100,SENSOR_002
7.3,25.01,2.64,781.79,0,2026-05-01T02:58:46.011100,SENSOR_005
7.66,22.12,1.85,607.31,0,2026-05-01T02:59:46.011100,SENSOR_003
8.46,32.78,4.96,700.38,0,2026-05-01T03:00:46.011100,SENSOR_004
6.01,28.58,1.76,532.31,0,2026-05-01T03:01:46.011100,SENSOR_001
7.31,34.94,13.57,617.32,1,2026-05-01T03:02:46.011100,SENSOR_002
7.54,32.74,8.21,515.31,0,2026-05-01T03:03:46.011100,SENSOR_001
6.94,31.89,3.9,227.62,0,2026-05-01T03:04:46.011100,SENSOR_004
9.44,23.89,13.5,695.99,0,2026-05-01T03:05:46.011100,SENSOR_004
9.22,30.47,8.62,579.76,0,2026-05-01T03:06:46.011100,SENSOR_002
9.22,26.45,7.47,630.5,0,2026-05-01T03:07:46.011100,SENSOR_003
5.73,21.64,10.19,159.48,0,2026-05-01T03:08:46.011100,SENSOR_002
6.95,33.39,12.59,723.23,0,2026-05-01T03:09:46.011100,SENSOR_004
6.82,20.65,13.71,536.92,0,2026-05-01T03:10:46.011100,SENSOR_005
8.21,32.73,10.75,664.45,0,2026-05-01T03:11:46.011100,SENSOR_002
9.26,33.02,13.87,383.44,0,2026-05-01T03:12:46.011100,SENSOR_001
8.7,22.81,8.72,432.65,0,2026-05-01T03:13:46.011100,SENSOR_004
8.29,33.01,11.63,258.99,0,2026-05-01T03:14:46.011100,SENSOR_001
8.08,29.19,2.5,192.17,1,2026-05-01T03:15:46.011100,SENSOR_004
8.21,24.52,7.23,432.52,0,2026-05-01T03:16:46.011100,SENSOR_001
6.32,21.61,3.48,364.1,0,2026-05-01T03:17:46.011100,SENSOR_002
6.29,33.27,10.63,729.31,0,2026-05-01T03:18:46.011100,SENSOR_004
5.76,25.26,7.37,107.09,0,2026-05-01T03:19:46.011100,SENSOR_001
9.11,22.99,8.79,794.91,1,2026-05-01T03:20:46.011100,SENSOR_003
6.45,34.18,5.18,383.78,0,2026-05-01T03:21:46.011100,SENSOR_005
5.71,29.16,1.72,697.31,0,2026-05-01T03:22:46.011100,SENSOR_003
8.87,26.44,1.83,664.5,0,2026-05-01T03:23:46.011100,SENSOR_001
9.2,22.01,0.63,725.17,0,2026-05-01T03:24:46.011100,SENSOR_001
9.25,34.48,14.75,411.27,0,2026-05-01T03:25:46.011100,SENSOR_005
7.01,32.44,2.1,107.35,1,2026-05-01T03:26:46.011100,SENSOR_004
7.92,20.15,5.9,300.19,0,2026-05-01T03:27:46.011100,SENSOR_002
5.76,28.81,7.81,586.51,0,2026-05-01T03:28:46.011100,SENSOR_001
6.44,27.5,3.3,795.93,0,2026-05-01T03:29:46.011100,SENSOR_003
